ad_id,page_name,version_count,distinct_start_dates,first_start,last_start,relaunch_span_days,kind,platforms_changed,aspect_changed,destination_changed,cta_changed
902774176194288,Loora,3,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
969731195965248,Loora,3,1,2026-06-14,2026-06-14,,simultaneous_duplicate,false,false,false,false
1007116398921663,Loora,2,1,2026-06-14,2026-06-14,,simultaneous_duplicate,false,false,false,false
1015770070937966,Loora,2,1,2026-06-14,2026-06-14,,simultaneous_duplicate,false,false,false,false
1020433583744483,Loora,2,1,2026-05-27,2026-05-27,,simultaneous_duplicate,false,false,false,false
1051044647291045,Loora,2,1,2026-06-14,2026-06-14,,simultaneous_duplicate,false,false,false,false
1312246001030850,Loora: AI English Tutor,2,1,2026-05-25,2026-05-25,,simultaneous_duplicate,false,false,false,false
1313009764351341,Loora,2,1,2026-06-14,2026-06-14,,simultaneous_duplicate,false,false,false,false
1332393458836467,Loora,2,1,2026-05-12,2026-05-12,,simultaneous_duplicate,false,false,false,false
1366146328694387,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
1399715815299179,Loora,2,1,2026-05-25,2026-05-25,,simultaneous_duplicate,false,false,false,false
1446355560859167,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
1515608520010052,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
1519322489795780,Loora,2,1,2026-05-28,2026-05-28,,simultaneous_duplicate,false,false,false,false
1546272363585692,Loora,2,1,2026-06-02,2026-06-02,,simultaneous_duplicate,false,false,false,false
1581060787352516,Loora,2,1,2026-05-20,2026-05-20,,simultaneous_duplicate,false,false,false,false
1600521857717578,Loora,2,1,2026-05-17,2026-05-17,,simultaneous_duplicate,false,false,false,false
1622949502114966,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
1726347351867581,Loora,2,1,2026-06-06,2026-06-06,,simultaneous_duplicate,false,false,false,false
1758731028824393,Loora,2,1,2026-05-27,2026-05-27,,simultaneous_duplicate,false,false,false,false
1861497244534107,Loora,2,1,2026-05-12,2026-05-12,,simultaneous_duplicate,false,false,false,false
1923073918386349,Loora,2,1,2026-02-18,2026-02-18,,simultaneous_duplicate,false,false,false,false
2029463127653994,Loora,2,1,2026-06-14,2026-06-14,,simultaneous_duplicate,false,false,false,false
2063273217925254,Loora,2,1,2026-05-12,2026-05-12,,simultaneous_duplicate,false,false,false,false
2065316954367727,Loora,2,1,2026-05-12,2026-05-12,,simultaneous_duplicate,false,false,false,false
2438251120009190,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
27338242895831171,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
27582307301373948,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
3449271938584984,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
4085441481753577,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
4212630769048709,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
828323076603145,Loora,2,1,2026-05-16,2026-05-16,,simultaneous_duplicate,false,false,false,false
832041293094340,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
887166504395248,Loora,2,1,2026-05-25,2026-05-25,,simultaneous_duplicate,false,false,false,false
887507133689970,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
957987367285794,Loora,2,1,2026-06-14,2026-06-14,,simultaneous_duplicate,false,false,false,false
987721023705930,Loora,2,1,2026-04-14,2026-04-14,,simultaneous_duplicate,false,false,false,false
989786880310878,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
993531416757146,Loora,2,1,2026-06-13,2026-06-13,,simultaneous_duplicate,false,false,false,false
